part_id,vehicle_id,fitment,adapter_notes,source_url,confidence,evidence
ebmx-xub-80,surron-ultra-bee,direct,X-9000 recommended/required per dealers; not Light Bee motor,https://www.ebmx.com/xub-80,high,Official title: XUB-80 Motor for SurRon Ultra Bee
ext-rea-mx-rear-shock-for-surron-ultra-bee,surron-ultra-bee,direct,,https://chargedcycleworks.com/products/ext-rea-mx-rear-shock-for-surron-ultra-bee,high,Compatible Models: Sur-Ron Ultra Bee
kke-18-21-ultra-bee,surron-ultra-bee,direct,MX34 80/100-21 + 100/100-18 typical package,https://chargedcycleworks.com/products/18-21-wheel-and-tire-combo-for-ultra-bee,high,Charged title: 18/21 complete wheel and tire combo for Ultra Bee
kke-37-mm-closed-cartridge-performance-fork-ultra-bee-v6-0,surron-ultra-bee,direct,,https://chargedcycleworks.com/products/kke-37mm-closed-cartridge-performance-suspension-fork-for-surron-ultra-bee-version-6-0,high,Compatible Models: Sur-Ron Ultra Bee
kke-upgraded-front-fork-suspension-for-surron-ultra-bee,surron-ultra-bee,direct,,https://chargedcycleworks.com/products/kke-front-fork-suspension-fit-surron-ultra-bee-2023-2024-collective,high,Compatible Models: Sur-Ron Ultra Bee
shinko-241-275-19,surron-ultra-bee,platform,19in front/rear size; confirm rim width. Sold each.,https://revrides.com/products/shinko-241-for-surron-e-ride-pro-talaria-and-more,medium,REVRides fitment list includes these e-moto models; size 2.75-19 PN 87-4446
shinko-241-300-16,surron-ultra-bee,platform,16in rear — typically a 19/16 conversion not stock 19/19 Ultra Bee,https://revrides.com/products/shinko-241-for-surron-e-ride-pro-talaria-and-more,medium,REVRides same platform list; size 3.00-16 PN 87-4441
sirris-f43-fork-for-surron-ultra-bee,surron-ultra-bee,direct,,https://chargedcycleworks.com/products/sirris-f43-fork-for-surron-ultra-bee,high,Compatible Models: Sur-Ron Ultra Bee
sirris-r46-rear-shock-spring,surron-ultra-bee,direct,,https://chargedcycleworks.com/products/sirris-r46-rear-shock-spring,high,Compatible Models: Sur-Ron Ultra Bee
sirris-r46-shock-for-surron-ultra-bee,surron-ultra-bee,direct,,https://chargedcycleworks.com/products/sirris-r46-shock-for-surron-ultra-bee,high,Compatible Models: Sur-Ron Ultra Bee
surron-ultra-bee-oem-fork-seal-replacement-kit,surron-ultra-bee,direct,,https://chargedcycleworks.com/products/ultra-bee-oem-seal-replacement-kit,high,Compatible Models: Sur-Ron Ultra Bee
torp-full-color-display,surron-ultra-bee,direct,,https://chargedcycleworks.com/products/torp-full-color-display,high,"urRon Light Bee,Ultra Bee,Talaria MX3/MX4) (c"
torp-surron-light-bee-replacement-wiring-loom,surron-ultra-bee,direct,,https://chargedcycleworks.com/products/replacement-wiring-loom-for-surron-light-bee,high,"n Light Bee S,X,Ultra Bee,Segway X260,TM25"
torp-tc1000,surron-ultra-bee,direct,,https://chargedcycleworks.com/products/torp-tc1000-controller,high,e/X-260; SurRon Ultra Bee; Talaria MX3/MX4; s
torp-tc1000-controller-for-surron-light-bee-and-segway-x260,surron-ultra-bee,direct,,https://chargedcycleworks.com/products/torp-tc1000-controller-for-surron-light-bee-and-segway-x260-1,high,"rron Light Bee*,Ultra Bee,Segway X260,Talaria"
torp-tm50-pro,surron-ultra-bee,direct,"TC1000 only; stock UB battery OK, 80V 22S recommended",https://www.torpmotors.com/tm50pro-3/,high,Official: most powerful motor for SurRon Ultra Bee; developed for Ultra Bee
torp-tm50-speed,surron-ultra-bee,direct,TC1000 only; road/speed winding,https://www.torpmotors.com/tm50pro-3/,high,Official: TM50 Speed designed for Ultra Bee road riding
warp9-16-19-ultra-bee,surron-ultra-bee,direct,Reuse OEM rear TC ring; shortens vs stock 19/19,https://chargedcycleworks.com/products/16-rear-wheel-and-16-19-wheelset-for-surron-ultra-bee,high,Charged title: 16/19 wheelset for Surron Ultra Bee
warp9-17-supermoto-ultra-bee,surron-ultra-bee,direct,Complete SM set with Michelin 2CT and rotors,https://chargedcycleworks.com/products/17-supermoto-wheelset-for-surron-ultra-bee,high,Charged title: 17in supermoto wheelset for Surron Ultra Bee
warp9-18-21-ultra-bee,surron-ultra-bee,direct,Includes Warp9 18/21 traction-control rings,https://chargedcycleworks.com/products/ultra-bee-18-21-wheel-and-tire-combo-warp9,high,Charged: Ultra Bee wheels by Warp9; 18/21 with TC rings
warp9-ultra-bee-jackshaft-13t,surron-ultra-bee,direct,OEM jackshaft only; not EBMX competition jackshaft,https://warp9racing.com/products/ultra-bee-jack-shaft-sprocket,high,Official Ultra Bee Jack Shaft Sprocket; ECR: Surron Ultra Bee OEM jackshaft only
warp9-ultra-bee-jackshaft-14t,surron-ultra-bee,direct,OEM jackshaft only; more speed / less torque vs 13T,https://warp9racing.com/products/ultra-bee-jack-shaft-sprocket,high,Official 14 tooth option on Ultra Bee jackshaft page
warp9-ultra-bee-rotor-240-fixed,surron-ultra-bee,direct,OEM Ultra hub or Warp 9 hub; F or R,https://warp9racing.com/products/surron-ultra-bee-rotors,high,Official: Surron Ultra Bee Rotors; mounts to OEM Ultra Hub
warp9-ultra-bee-rotor-260-float,surron-ultra-bee,adapter,Front only; S-FB260 caliper bracket required,https://warp9racing.com/products/surron-ultra-bee-rotors,high,Official: 260mm floating front only; adapter S-FB260 REQUIRED
dunlop-mx33-70-100-19,talaria-sting-mx3,platform,Verify crown/swingarm clearance,https://revrides.com/products/dunlop-geo-max-mx33-for-surron-e-ride-pro-talaria-and-more,medium,REVRides MX33 page fitment list; 70/100-19 called out as e-moto size
dunlop-mx33-90-100-16,talaria-sting-mx3,platform,16in rear conversion size,https://revrides.com/products/dunlop-geo-max-mx33-for-surron-e-ride-pro-talaria-and-more,medium,REVRides MX33 page lists 90/100-16 among e-moto sizes
dunlop-mx34-80-100-21,talaria-sting-mx3,adapter,Only with 21in front and compatible wide-crown fork (Charged 18/21 Talaria page),https://chargedcycleworks.com/products/18-21-complete-wheel-tire-combo-warp-9-for-talaria,medium,Charged Talaria 18/21 combo mounts 70/100-21 front; MX34 is the 21in MX replacement Charged uses on Ultra Bee 18/21
ebmx-extended-swingarm,talaria-sting-mx3,unconfirmed,Vendors say Talaria version coming soon — do not treat as shipping SKU,https://chargedcycleworks.com/products/ebmx-extended-swingarm,low,Charged: Talaria coming soon; NOT COMPATIBLE with any other bike on current SKUs
ebmx-x-9000-v3,talaria-sting-mx3,direct,,https://chargedcycleworks.com/products/ebmx-x-9000-controller-air-cooled-heat-sink-1,high,Ultra Bee; Talaria Sting MX3/MX4; EBMX XLB-6
ebmx-xlb-60-mount-bashguard-and-harness-light-bee,talaria-sting-mx3,direct,,https://chargedcycleworks.com/products/ebmx-xlb-60-mount-bashguard-and-harness-set-for-light-bee,high,tra Bee; Talaria X3/MX3/MX4/MX5; Ventus One
ewatt-60-v-53-ah-battery-for-talaria-sting-ewatt,talaria-sting-mx3,direct,,,medium,title says Talaria Sting (MX version not specified)
ewatt-72-v-42-ah-talaria-sting,talaria-sting-mx3,direct,,,medium,title says Talaria Sting (MX version not specified)
ext-ferro-fork-for-light-bee-and-talaria-sting,talaria-sting-mx3,direct,,https://chargedcycleworks.com/products/ext-ferro-fork-for-surron-light-bee-and-talaria-sting-copy,medium,title says Talaria Sting (MX version not specified)
fastace-four-piston-kit,talaria-sting-mx3,platform,Power-off sensor only on Talaria MX3/MX4; others without cut-off,https://eoffroadparts.com/products/hydraulic-disc-brakes-kit-for-talaria-mx3-r-mx4-xxx-segway-x160-x260-sur-ron-light-bee-x-79-bikes-e-ride-pro-ss,medium,"Listing: Talaria MX3/MX4/XXX, Light Bee X, X160/X260, 79Bike Falcon M, E Ride Pro-SS"
formula-e-moto-brakes,talaria-sting-mx3,direct,Mineral-oil 203/220mm bikes only; no e-brake sensor,https://chargedcycleworks.com/products/formula-e-moto-brakes,high,"Charged: Fits mineral oil bikes (Surron Light Bee, Talaria MX3/MX4, E Ride Pro S and SS 2.0)"
gritshift-heavy-hitter-lightning-stop,talaria-sting-mx3,adapter,Bracket+rotor only; needs Brembo P32/P34 + Magura/Brembo master. Talaria spacer included.,https://revrides.com/products/heavy-hitter-lightning-stop-mx-conversion-big-brake-kit,medium,"REVRides fitment: Sur Ron LBX, Segway X260/X160, Talaria MX3/MX4/XXX, Eride Pro/SS, 79bike Falcon-M"
jxr-big-brake-talaria,talaria-sting-mx3,adapter,"Custom Sting brackets; tested FastAce 2.0/3.0, Fox 40, RFLoXa",https://www.mxbits.com/products/jxr-big-brake-conversion-kit-for-talaria,medium,Title: Big Brake Conversion Kit for Talaria; brackets for Talaria Sting; standard Talaria suspension
kke-19-16-talaria,talaria-sting-mx3,direct,Stock disc and sprocket,https://gritshift.com/products/kke-racing-16-19-billet-upgraded-wheel-set,high,"GritShift: Talaria Sting MX3, MX4, XXX"
kke-35-mm-upgraded-5-5-version-front-fork,talaria-sting-mx3,direct,,https://chargedcycleworks.com/products/kke-35mm-upgraded-5-5-version-front-suspension-fork-fit-surron-light-bee-e-ride-pro-ss-talaria-sting-mx3-mx4-r-collective,medium,URL/slug: ride-pro-ss-talaria-sting-mx3-mx4-r-collectiv
kke-37-mm-aluminum-front-fork-suspension-kit,talaria-sting-mx3,direct,,https://chargedcycleworks.com/products/kke-37mm-aluminum-front-fork-suspension-kit-fit-surron-light-bee-e-ride-pro-ss-talaria-sting-mx3-mx4-r-collective,medium,URL/slug: ride-pro-ss-talaria-sting-mx3-mx4-r-collectiv
ko-factory-spec-talaria,talaria-sting-mx3,direct,Select Sting 2-hole bracket at order,https://www.ko-moto.com/product-page/ko-factory-spec-talaria-upgrade-motor-purple,high,Official: bike type option normal sting (2 hole bracket)
luna-talaria-cnc-sprocket-54t,talaria-sting-mx3,direct,MX3/MX4 chain chart; XXX subtract 4 links. 54T = 110 links on MX3/MX4.,https://lunacycle.com/talaria-cnc-sprocket-42-64-tooth/,high,"Luna: Fits Talaria (all models), Sur-Ron light bee x and Segway 260/160"
luna-talaria-sting-420-oring-chain-106,talaria-sting-mx3,platform,Product titled STING; body text names MX4 length,https://lunacycle.com/talaria-sting-replacement-420-o-ring-chain/,medium,Luna product title STING; explicit MX4 106L
magura-mt5,talaria-sting-mx3,platform,One-side kit; flip for F or R; typically loses brake-light sensor,https://surronoffroadusa.com/product/magura-mt5-brake-system-1-side-front-or-rear/,medium,"Vendor compatibility: Sur Ron, Talaria, Eride Pro and similar e-bikes"
nab-72v-57ah-mercury-battery-for-talaria-mx3-mx4,talaria-sting-mx3,direct,,,high,Compatible Models: Talaria Sting MX3
rfloxa-max-triple-clamp,talaria-sting-mx3,adapter,FastAce AHX12RV/ALX13RC or RFLoXa FCG31/32. Talaria needs lower-bearing spacer.,https://www.rflo-xa.com/products/rfloxa-max-triple-clamp-for-fastace-ahx12rv-alx13rc-front-fork-for-surron-talaria,high,"Official: Talaria Sting MX3/MX4/MX5, Sur-Ron Light Bee, and Eride Pro"
shinko-241-275-19,talaria-sting-mx3,platform,19in front/rear size; confirm rim width. Sold each.,https://revrides.com/products/shinko-241-for-surron-e-ride-pro-talaria-and-more,medium,REVRides fitment list includes these e-moto models; size 2.75-19 PN 87-4446
shinko-241-300-16,talaria-sting-mx3,platform,16in rear — typically a 19/16 conversion not stock 19/19 Ultra Bee,https://revrides.com/products/shinko-241-for-surron-e-ride-pro-talaria-and-more,medium,REVRides same platform list; size 3.00-16 PN 87-4441
skrmod-talaria-plus50,talaria-sting-mx3,direct,Street version; longer chain; may need caliper/axle tweaks if already modified,https://skrmod.com/products/talaria-sting-r-swingarm-50mm-extended,high,"Official: MX5 Pro, MX4, MX3"
tb-moto-brake-caliper-bracket-front,talaria-sting-mx3,adapter,Moto caliper + 240mm moto rotor. SS 2.0 only with Fastace fork.,https://tbelectricmoto.com/products/moto-brake-conversion-kit-front-caliper-mounting-bracket,high,TB Electric front bracket fitment list
torp-full-color-display,talaria-sting-mx3,direct,,https://chargedcycleworks.com/products/torp-full-color-display,high,"e,Ultra Bee,Talaria MX3/MX4) (chargedcyclew"
torp-replacement-plastic-shield-talaria-mx3-mx4,talaria-sting-mx3,direct,,https://chargedcycleworks.com/products/torp-replacement-plastic-shield-for-surron-talaria-mx3-mx4,high,Compatible Models: Talaria Sting MX3
torp-tc1000,talaria-sting-mx3,direct,,https://chargedcycleworks.com/products/torp-tc1000-controller,high,Ultra Bee; Talaria MX3/MX4; supports OEM &
torp-tc1000-controller-for-surron-light-bee-and-segway-x260,talaria-sting-mx3,direct,,https://chargedcycleworks.com/products/torp-tc1000-controller-for-surron-light-bee-and-segway-x260-1,high,"Segway X260,Talaria MX3/4; supports OEM and"
torp-tc1000-controller-for-talaria-mx3-mx4-r,talaria-sting-mx3,direct,,https://chargedcycleworks.com/products/torp-tc1000-controller-for-talaria-sting-mx3-mx4-r,high,Compatible Models: Talaria Sting MX3
torp-tc500,talaria-sting-mx3,direct,,https://chargedcycleworks.com/products/torp-tc500-controller,high,gway X-260; Talaria Sting MX3/MX4; maintains
volar-sport-full-brake-kit,talaria-sting-mx3,adapter,Order Surron vs Talaria fitment. E-Ride SS 2.0 older RST fork has own adapter; Fastace uses Surron. 14-21in wheels.,https://revrides.com/products/volar-sport-full-brake-kit-front-rear-for-e-ride-pro-sur-ron-talaria-more,high,REVRides bike fitment list names these platforms and Surron vs Talaria mount brackets
warp9-18-21-surron-eride,talaria-sting-mx3,incompatible,Separate Talaria 18/21 SKU; adapter voids warranty,https://chargedcycleworks.com/products/18-21-complete-wheel-tire-combo-warp9-for-surron-segway,high,Charged: NOT COMPATIBLE WITH TALARIA
warp9-18-21-talaria,talaria-sting-mx3,direct,21in front needs 27.5/29-class fork; most 26in forks incompatible. RST Killah needs skinny 21in tire.,https://chargedcycleworks.com/products/18-21-complete-wheel-tire-combo-warp-9-for-talaria,high,"Charged COMPATABILITY: Talaria MX3, MX4. NOT COMPATIBLE WITH SURRON OR E-RIDE"
warp9-19-16-talaria-xxx-mx3-mx4,talaria-sting-mx3,direct,Talaria hub pattern; not Surron,https://warp9racing.com/products/surron-light-bee-eride-pro-s-ss-2-0-ventus-79-bike-falcon-19-16-wheel-set-copy,high,Official: specifically spec'd for Talaria XXX/MX3/MX4
warp9-220mm-caliper-adapter,talaria-sting-mx3,adapter,OEM 203 to 220mm; OEM/Hope/Hayes calipers,https://warp9racing.com/products/surron-talaria-220mm-caliper-adapter-spacer-kit-collective,high,Official title: Surron/Talaria 220mm Caliper Adapter Spacer Kit
warp9-fastace-drop-crown,talaria-sting-mx3,adapter,Only with FastAce AHX12RV/AHX12RVP/ALX13RC. Needs direct bar mount + 220/240 rotor. Not OEM Talaria forks.,https://warp9racing.com/products/fastace-triple-clamps,high,"Official: Talaria Sting MX3/MX4, Sur-Ron Light Bee, and Eride Pro; FastAce AHX12RV & ALX13RC"
warp9-rear-420-sprocket-54t,talaria-sting-mx3,direct,54T needs ~110-link chain; stock chain only to 48T,https://gritshift.com/products/warp-9-e-bike-rear-sprocket,high,"GritShift fitment: Sur Ron LBX/S, Segway X160/X260, Talaria MX3/MX4, XXX, E Ride Pro-S/SS/2.0, 79Bike Falcon Pro/GT, Rawr Mantis X/Pro"
warp9-rear-420-sprocket-58t,talaria-sting-mx3,direct,58T typically ~112-link on LBX/Sting,https://gritshift.com/products/warp-9-e-bike-rear-sprocket,high,"GritShift fitment: Sur Ron LBX/S, Segway X160/X260, Talaria MX3/MX4, XXX, E Ride Pro-S/SS/2.0, 79Bike Falcon Pro/GT, Rawr Mantis X/Pro"
warp9-rear-420-sprocket-64t,talaria-sting-mx3,direct,64T typically ~116-link on LBX/Sting,https://gritshift.com/products/warp-9-e-bike-rear-sprocket,high,"GritShift fitment: Sur Ron LBX/S, Segway X160/X260, Talaria MX3/MX4, XXX, E Ride Pro-S/SS/2.0, 79Bike Falcon Pro/GT, Rawr Mantis X/Pro"
warp9-steerlock-stem-lock,talaria-sting-mx3,direct,Falcon S needs Warp 9 bar clamps. Two versions: fender-mount vs no-fender.,https://www.warp9racing.com/product/surron-talaria-stem-lock/,high,"Official tags: Light Bee, Segway, Sting MX3, Sting R-MX4, XXX, Falcon M/S"
dunlop-mx33-70-100-19,talaria-sting-mx4,platform,Verify crown/swingarm clearance,https://revrides.com/products/dunlop-geo-max-mx33-for-surron-e-ride-pro-talaria-and-more,medium,REVRides MX33 page fitment list; 70/100-19 called out as e-moto size
dunlop-mx33-90-100-16,talaria-sting-mx4,platform,16in rear conversion size,https://revrides.com/products/dunlop-geo-max-mx33-for-surron-e-ride-pro-talaria-and-more,medium,REVRides MX33 page lists 90/100-16 among e-moto sizes
dunlop-mx34-80-100-21,talaria-sting-mx4,adapter,Only with 21in front and compatible wide-crown fork (Charged 18/21 Talaria page),https://chargedcycleworks.com/products/18-21-complete-wheel-tire-combo-warp-9-for-talaria,medium,Charged Talaria 18/21 combo mounts 70/100-21 front; MX34 is the 21in MX replacement Charged uses on Ultra Bee 18/21
ebmx-extended-swingarm,talaria-sting-mx4,unconfirmed,Vendors say Talaria version coming soon — do not treat as shipping SKU,https://chargedcycleworks.com/products/ebmx-extended-swingarm,low,Charged: Talaria coming soon; NOT COMPATIBLE with any other bike on current SKUs
ebmx-x-9000-v3,talaria-sting-mx4,direct,,https://chargedcycleworks.com/products/ebmx-x-9000-controller-air-cooled-heat-sink-1,high,Ultra Bee; Talaria Sting MX3/MX4; EBMX XLB-6
ebmx-xlb-60-mount-bashguard-and-harness-light-bee,talaria-sting-mx4,direct,,https://chargedcycleworks.com/products/ebmx-xlb-60-mount-bashguard-and-harness-set-for-light-bee,high,Bee; Talaria X3/MX3/MX4/MX5; Ventus One/One
ewatt-60-v-53-ah-battery-for-talaria-sting-ewatt,talaria-sting-mx4,direct,,,medium,title says Talaria Sting (MX version not specified)
ewatt-72-v-42-ah-talaria-sting,talaria-sting-mx4,direct,,,medium,title says Talaria Sting (MX version not specified)
ext-ferro-fork-for-light-bee-and-talaria-sting,talaria-sting-mx4,direct,,https://chargedcycleworks.com/products/ext-ferro-fork-for-surron-light-bee-and-talaria-sting-copy,medium,title says Talaria Sting (MX version not specified)
fastace-four-piston-kit,talaria-sting-mx4,platform,Power-off sensor only on Talaria MX3/MX4; others without cut-off,https://eoffroadparts.com/products/hydraulic-disc-brakes-kit-for-talaria-mx3-r-mx4-xxx-segway-x160-x260-sur-ron-light-bee-x-79-bikes-e-ride-pro-ss,medium,"Listing: Talaria MX3/MX4/XXX, Light Bee X, X160/X260, 79Bike Falcon M, E Ride Pro-SS"
formula-e-moto-brakes,talaria-sting-mx4,direct,Mineral-oil 203/220mm bikes only; no e-brake sensor,https://chargedcycleworks.com/products/formula-e-moto-brakes,high,"Charged: Fits mineral oil bikes (Surron Light Bee, Talaria MX3/MX4, E Ride Pro S and SS 2.0)"
gritshift-heavy-hitter-lightning-stop,talaria-sting-mx4,adapter,Bracket+rotor only; needs Brembo P32/P34 + Magura/Brembo master. Talaria spacer included.,https://revrides.com/products/heavy-hitter-lightning-stop-mx-conversion-big-brake-kit,medium,"REVRides fitment: Sur Ron LBX, Segway X260/X160, Talaria MX3/MX4/XXX, Eride Pro/SS, 79bike Falcon-M"
jxr-big-brake-talaria,talaria-sting-mx4,adapter,"Custom Sting brackets; tested FastAce 2.0/3.0, Fox 40, RFLoXa",https://www.mxbits.com/products/jxr-big-brake-conversion-kit-for-talaria,medium,Title: Big Brake Conversion Kit for Talaria; brackets for Talaria Sting; standard Talaria suspension
kke-19-16-talaria,talaria-sting-mx4,direct,Stock disc and sprocket,https://gritshift.com/products/kke-racing-16-19-billet-upgraded-wheel-set,high,"GritShift: Talaria Sting MX3, MX4, XXX"
kke-35-mm-upgraded-5-5-version-front-fork,talaria-sting-mx4,direct,,https://chargedcycleworks.com/products/kke-35mm-upgraded-5-5-version-front-suspension-fork-fit-surron-light-bee-e-ride-pro-ss-talaria-sting-mx3-mx4-r-collective,medium,URL/slug: ride-pro-ss-talaria-sting-mx3-mx4-r-collectiv
kke-37-mm-aluminum-front-fork-suspension-kit,talaria-sting-mx4,direct,,https://chargedcycleworks.com/products/kke-37mm-aluminum-front-fork-suspension-kit-fit-surron-light-bee-e-ride-pro-ss-talaria-sting-mx3-mx4-r-collective,medium,URL/slug: ride-pro-ss-talaria-sting-mx3-mx4-r-collectiv
ko-factory-spec-talaria,talaria-sting-mx4,direct,Select Sting R 4-hole bracket at order,https://www.ko-moto.com/product-page/ko-factory-spec-talaria-upgrade-motor-purple,high,Official: sting R (4 hole bracket)
luna-talaria-cnc-sprocket-54t,talaria-sting-mx4,direct,MX3/MX4 chain chart; XXX subtract 4 links. 54T = 110 links on MX3/MX4.,https://lunacycle.com/talaria-cnc-sprocket-42-64-tooth/,high,"Luna: Fits Talaria (all models), Sur-Ron light bee x and Segway 260/160"
luna-talaria-sting-420-oring-chain-106,talaria-sting-mx4,direct,106L MX4 stock,https://lunacycle.com/talaria-sting-replacement-420-o-ring-chain/,high,Luna: Replacement Stock Chain for the MX4 106 Links
luna-talaria-xxx-420-oring-chain-102,talaria-sting-mx4,incompatible,Wrong length / model,https://lunacycle.com/talaria-xxx-pro-replacement-420-o-ring-chain/,high,Luna: Will NOT Fit the MX5 or MX4
magura-mt5,talaria-sting-mx4,platform,One-side kit; flip for F or R; typically loses brake-light sensor,https://surronoffroadusa.com/product/magura-mt5-brake-system-1-side-front-or-rear/,medium,"Vendor compatibility: Sur Ron, Talaria, Eride Pro and similar e-bikes"
nab-72v-57ah-mercury-battery-for-talaria-mx3-mx4,talaria-sting-mx4,direct,,,high,title says ery for Talaria MX3/MX4
rfloxa-max-triple-clamp,talaria-sting-mx4,adapter,FastAce AHX12RV/ALX13RC or RFLoXa FCG31/32. Talaria needs lower-bearing spacer.,https://www.rflo-xa.com/products/rfloxa-max-triple-clamp-for-fastace-ahx12rv-alx13rc-front-fork-for-surron-talaria,high,"Official: Talaria Sting MX3/MX4/MX5, Sur-Ron Light Bee, and Eride Pro"
shinko-241-275-19,talaria-sting-mx4,platform,19in front/rear size; confirm rim width. Sold each.,https://revrides.com/products/shinko-241-for-surron-e-ride-pro-talaria-and-more,medium,REVRides fitment list includes these e-moto models; size 2.75-19 PN 87-4446
shinko-241-300-16,talaria-sting-mx4,platform,16in rear — typically a 19/16 conversion not stock 19/19 Ultra Bee,https://revrides.com/products/shinko-241-for-surron-e-ride-pro-talaria-and-more,medium,REVRides same platform list; size 3.00-16 PN 87-4441
skrmod-talaria-plus50,talaria-sting-mx4,direct,Street version; longer chain; may need caliper/axle tweaks if already modified,https://skrmod.com/products/talaria-sting-r-swingarm-50mm-extended,high,"Official: MX5 Pro, MX4, MX3"
tb-moto-brake-caliper-bracket-front,talaria-sting-mx4,adapter,Moto caliper + 240mm moto rotor. SS 2.0 only with Fastace fork.,https://tbelectricmoto.com/products/moto-brake-conversion-kit-front-caliper-mounting-bracket,high,TB Electric front bracket fitment list
torp-full-color-display,talaria-sting-mx4,direct,,https://chargedcycleworks.com/products/torp-full-color-display,high,"tra Bee,Talaria MX3/MX4) (chargedcycleworks"
torp-replacement-plastic-shield-talaria-mx3-mx4,talaria-sting-mx4,direct,,https://chargedcycleworks.com/products/torp-replacement-plastic-shield-for-surron-talaria-mx3-mx4,high,Fits Talaria MX3/MX4; compatible with To
torp-tc1000,talaria-sting-mx4,direct,,https://chargedcycleworks.com/products/torp-tc1000-controller,high,ra Bee; Talaria MX3/MX4; supports OEM & aft
torp-tc1000-controller-for-surron-light-bee-and-segway-x260,talaria-sting-mx4,direct,,https://chargedcycleworks.com/products/torp-tc1000-controller-for-surron-light-bee-and-segway-x260-1,high,Compatible Motors text
torp-tc1000-controller-for-talaria-mx3-mx4-r,talaria-sting-mx4,direct,,https://chargedcycleworks.com/products/torp-tc1000-controller-for-talaria-sting-mx3-mx4-r,high,lly for Talaria MX3/MX4/R
torp-tc500,talaria-sting-mx4,direct,,https://chargedcycleworks.com/products/torp-tc500-controller,high,gway X-260; Talaria Sting MX3/MX4; maintains
torp-tc500-controller-for-talaria-sting-mx4,talaria-sting-mx4,direct,,https://chargedcycleworks.com/products/torp-tc500-controller-for-talaria-sting-mx4,high,Compatible Models: Talaria Sting MX4
volar-sport-full-brake-kit,talaria-sting-mx4,adapter,Order Surron vs Talaria fitment. E-Ride SS 2.0 older RST fork has own adapter; Fastace uses Surron. 14-21in wheels.,https://revrides.com/products/volar-sport-full-brake-kit-front-rear-for-e-ride-pro-sur-ron-talaria-more,high,REVRides bike fitment list names these platforms and Surron vs Talaria mount brackets
warp9-18-21-talaria,talaria-sting-mx4,direct,21in front needs 27.5/29-class fork; most 26in forks incompatible. RST Killah needs skinny 21in tire.,https://chargedcycleworks.com/products/18-21-complete-wheel-tire-combo-warp-9-for-talaria,high,"Charged COMPATABILITY: Talaria MX3, MX4. NOT COMPATIBLE WITH SURRON OR E-RIDE"
warp9-19-16-talaria-xxx-mx3-mx4,talaria-sting-mx4,direct,Talaria hub pattern; not Surron,https://warp9racing.com/products/surron-light-bee-eride-pro-s-ss-2-0-ventus-79-bike-falcon-19-16-wheel-set-copy,high,Official: specifically spec'd for Talaria XXX/MX3/MX4
warp9-220mm-caliper-adapter,talaria-sting-mx4,adapter,OEM 203 to 220mm; OEM/Hope/Hayes calipers,https://warp9racing.com/products/surron-talaria-220mm-caliper-adapter-spacer-kit-collective,high,Official title: Surron/Talaria 220mm Caliper Adapter Spacer Kit
warp9-fastace-drop-crown,talaria-sting-mx4,adapter,Only with FastAce AHX12RV/AHX12RVP/ALX13RC. Needs direct bar mount + 220/240 rotor. Not OEM Talaria forks.,https://warp9racing.com/products/fastace-triple-clamps,high,"Official: Talaria Sting MX3/MX4, Sur-Ron Light Bee, and Eride Pro; FastAce AHX12RV & ALX13RC"
warp9-rear-420-sprocket-54t,talaria-sting-mx4,direct,54T needs ~110-link chain; stock chain only to 48T,https://gritshift.com/products/warp-9-e-bike-rear-sprocket,high,"GritShift fitment: Sur Ron LBX/S, Segway X160/X260, Talaria MX3/MX4, XXX, E Ride Pro-S/SS/2.0, 79Bike Falcon Pro/GT, Rawr Mantis X/Pro"
warp9-rear-420-sprocket-58t,talaria-sting-mx4,direct,58T typically ~112-link on LBX/Sting,https://gritshift.com/products/warp-9-e-bike-rear-sprocket,high,"GritShift fitment: Sur Ron LBX/S, Segway X160/X260, Talaria MX3/MX4, XXX, E Ride Pro-S/SS/2.0, 79Bike Falcon Pro/GT, Rawr Mantis X/Pro"
warp9-rear-420-sprocket-64t,talaria-sting-mx4,direct,64T typically ~116-link on LBX/Sting,https://gritshift.com/products/warp-9-e-bike-rear-sprocket,high,"GritShift fitment: Sur Ron LBX/S, Segway X160/X260, Talaria MX3/MX4, XXX, E Ride Pro-S/SS/2.0, 79Bike Falcon Pro/GT, Rawr Mantis X/Pro"
warp9-steerlock-stem-lock,talaria-sting-mx4,direct,Falcon S needs Warp 9 bar clamps. Two versions: fender-mount vs no-fender.,https://www.warp9racing.com/product/surron-talaria-stem-lock/,high,"Official tags: Light Bee, Segway, Sting MX3, Sting R-MX4, XXX, Falcon M/S"
ebmx-xlb-60-mount-bashguard-and-harness-light-bee,talaria-sting-mx5,direct,,https://chargedcycleworks.com/products/ebmx-xlb-60-mount-bashguard-and-harness-set-for-light-bee,high,aria X3/MX3/MX4/MX5; Ventus One/One
formula-e-moto-brakes,talaria-sting-mx5,incompatible,Factory DOT brake bikes,https://chargedcycleworks.com/products/formula-e-moto-brakes,high,"Charged: Does NOT fit E Ride Pro 3.0/SR, Talaria MX5, Altis Sigma"
luna-talaria-cnc-sprocket-54t,talaria-sting-mx5,incompatible,Luna: WILL NOT FIT MX5,https://lunacycle.com/talaria-cnc-sprocket-42-64-tooth/,high,Luna: WILL NOT FIT MX5
